name,turnover,holding_period_days,concentration_hhi,buy_sell_symmetry,volatility_pref,ind_交通运输,ind_传媒,ind_公用事业,ind_农林牧渔,ind_化工,ind_医药生物,ind_商贸零售,ind_国防军工,ind_基础化工,ind_家用电器,ind_建筑材料,ind_建筑装饰,ind_房地产,ind_有色金属,ind_机械设备,ind_汽车,ind_煤炭,ind_环保,ind_电力设备,ind_电子,ind_石油石化,ind_社会服务,ind_纺织服饰,ind_综合,ind_美容护理,ind_计算机,ind_轻工制造,ind_通信,ind_钢铁,ind_银行,ind_非银金融,ind_食品饮料
sim_acct_0010,86.43131689695495,3.6427395396548103,0.2900624965553381,0.4554959079515542,0.11195763119117697,0.0013313515489503094,1.0749793575453326e-63,5.5443761835370235e-18,7.772394231339531e-29,1.6985158123005327e-47,8.707280109600231e-09,5.083272508862287e-06,0.0037811538926569794,4.192483994452837e-07,4.2169962853431005e-47,0.027248555004302653,0.2585759277093076,3.22153972503294e-64,0.22501054693928788,0.004415102460067004,0.0016952056502981003,1.277600582809742e-28,5.432746405086164e-36,0.17281786634913085,0.11872696187747071,0.0038053812378770415,0.00022772352342348548,6.666922030111156e-31,0.00637788350884817,1.950755574732759e-43,0.0834594257004872,5.40623708715523e-57,9.907878312160439e-92,0.0003238707149487539,3.5801440206362056e-53,0.09219753257641462,7.83399880976512e-11
sim_acct_0011,37.722111014757495,8.159475484744359,0.3967046981745505,0.5119743170149682,0.031242004746113754,8.607157779268943e-33,0.06978228280744693,5.3155557841243544e-11,9.086455818534678e-62,4.592049224263178e-95,3.521741279107959e-05,1.669580674775031e-91,0.03379576110281869,0.5058207705032398,0.00010440004489031216,1.7065826607783694e-25,3.2628961488877135e-12,9.79868124928642e-47,0.025667704336840912,0.04681693466317264,0.0003702774681065989,3.280666832570528e-44,1.3745356847361401e-21,0.09597419366095723,0.16323190819721256,0.02891210645374691,1.7974784406876524e-20,2.0947298270840263e-25,3.803470576328377e-27,4.1448808981942974e-42,0.02916125800063435,5.210054021337355e-06,4.322935322932937e-52,3.1815520308718094e-32,1.6717903472997325e-14,8.843024450741822e-77,0.0003219752376853747
sim_acct_0012,6.600986702708302,53.442000631976285,0.5318205613011219,0.5828574883758036,0.07996574871166451,0.5347303396990829,2.1370287431967088e-16,4.270873280596022e-52,1.655364515545429e-27,4.840049627206037e-45,6.003433005738636e-68,0.047413733048774484,8.73119883754503e-24,0.012831151018515246,6.3489396804966195e-27,3.113712621378477e-33,1.8184471584595625e-08,5.76104490629912e-24,2.950989932168354e-52,3.0455029112000854e-13,9.030871970329348e-50,0.06797973142923742,2.3474053534375865e-06,1.3093025482113553e-17,1.9701733018825948e-63,0.08289147654616412,1.3246781923035109e-38,0.2007735996843379,1.0266853236917195e-36,3.848770275313485e-21,6.890114652142748e-55,2.964900637452026e-42,3.4507641300743034e-27,1.5250808607832722e-11,0.05337760296850698,1.839540936874732e-40,2.218593236368917e-106
sim_acct_0013,89.00639895581072,2.8453083476207004,0.27698680480010823,0.5427855983826883,0.1043277921664034,5.44713111235166e-29,0.0017691805369208767,2.9987971723863665e-07,7.244475920097577e-25,0.008280571037701854,6.978077250541358e-08,0.04885510048130917,0.037237521626080815,2.0288072517890265e-36,6.262633657930486e-75,3.739333274309779e-10,0.00479916593988722,5.582549536924593e-256,0.638754027129557,2.3617219747256472e-11,0.002313007671744729,1.7917853931090055e-35,1.9548759504932594e-29,0.002173427858416128,0.029817641832885246,1.6968673591944146e-09,6.910269860370239e-23,2.1139633491655104e-114,2.3652185693852705e-17,6.791569476099183e-07,0.12080243862559792,5.438429611620704e-48,1.9287567924892932e-05,1.1484912614911818e-10,1.3767764265255688e-50,0.10517757866526956,2.2299677255106989e-35
sim_acct_0014,30.215465464942447,7.76986788296231,0.37369964836253794,0.49681240470290755,0.03756257216774645,9.267843199167116e-26,0.05090458894376398,4.661227818892626e-07,9.965348271905786e-14,4.991227331308566e-14,4.255770031169486e-05,8.953724366209157e-12,0.038783768555875404,0.23729767867812002,5.254145211481774e-57,4.754698720940453e-35,3.901306682788512e-31,2.736598315251902e-53,0.006648046817113387,0.06496970466220306,2.090348631745174e-45,9.152189830349164e-21,0.09947150818525034,0.31273929206373313,0.13211273496805342,0.055563175004003096,8.704662286033075e-64,9.839838321810456e-55,6.287274456225846e-78,3.1536274719307904e-130,5.322323235613904e-05,5.729165144759166e-96,1.154640102669738e-47,6.183935181659604e-66,3.229234923799411e-23,2.4931623518471486e-54,0.0014132550573311882
sim_acct_0015,5.5819951785671,47.66160750697247,0.47910503309834496,0.4595065256853069,0.0628552596230777,0.2890213584171857,1.413443841098956e-13,2.8574931975270237e-40,5.5017413696221466e-117,7.063362771176965e-23,2.0535380849315065e-53,0.018409315274201737,5.117273824647815e-12,3.0917494356254862e-24,2.2600301648272412e-08,3.425966671555608e-16,3.37190529355973e-58,7.971680229974644e-13,5.441034126913769e-87,5.0798943384399233e-39,9.085418952895452e-07,0.1721360496935768,9.651615433854311e-113,4.0002656506700125e-33,8.20058018529256e-07,0.3364845588358941,0.017622102052057713,0.16334854718269287,2.887254755905996e-31,1.0413089355833603e-30,1.2190879975162418e-108,1.7328898206946165e-24,4.8786245111491154e-161,0.0002548914874324733,0.0027177328002675025,3.693050419686955e-06,2.3773715352699316e-34
sim_acct_0016,71.533859907707,3.4261579037299286,0.3711066557017642,0.540502775227509,0.16293433131522544,5.760513240475898e-12,3.3902634782004404e-36,1.3053753468914685e-21,1.3264087870922065e-53,6.858386291641367e-63,0.022205516766816258,9.44309093952886e-11,0.021871879121787854,4.700985833564678e-67,4.534528778924682e-65,0.005598135562861656,0.0005638221126750304,4.53517968170273e-60,0.8047543221986945,1.5192852791758543e-08,2.53702469088574e-09,2.1432588762961923e-29,0.004329634356840749,0.1160417285124855,0.00026384769977328337,0.0014871438801866434,2.392257811879905e-08,3.627536679317859e-24,2.759000423061489e-120,1.0844540744949894e-19,0.0003214998188092039,2.3259444178415222e-27,2.898701059983487e-147,1.050818843084435e-06,0.0005196270538885116,0.022041750339870225,3.8201642614960525e-12
sim_acct_0017,34.23607447364384,5.880363028440321,0.4947607985097469,0.5497254662486571,0.03881299280260813,9.413440963905979e-09,0.3217617255663377,2.3747340089194924e-19,0.0014785175999386994,1.0771866231860448e-29,0.010679299634336064,4.2240863332170706e-29,0.030891614925031757,0.17381047165913155,1.0168447617368962e-08,1.314096120215241e-29,9.431501783537387e-18,2.9238107237099188e-33,7.872127099316916e-06,0.0020817374704849745,9.28967389551437e-25,5.581937084450299e-247,5.854994565265196e-05,0.2313314582438319,0.18754651512703874,0.027793348319991473,4.819730558336578e-11,5.760412178356906e-110,5.454550563876301e-54,1.0236479486955143e-26,0.012558869751039354,9.4791916099597e-56,1.1652643176660987e-35,1.1072578681711523e-60,1.032318313232283e-40,7.033986158135455e-40,1.6552412704509824e-18
sim_acct_0018,4.336967941981273,52.99303331062198,0.37548470846881055,0.3800652115492842,0.06984117816687706,0.10882538676143141,2.0383510814440877e-80,2.1776692222834988e-39,1.5436434001777992e-119,2.0577909047323292e-32,1.8620703631223329e-59,0.007312085892448044,2.437404094850843e-05,2.340179014704314e-39,1.3755648774599943e-11,8.455150672997587e-17,6.739629121687574e-89,3.319185562520793e-136,7.739620653873286e-61,3.418430572419484e-25,2.32451549889524e-23,0.18971003032688166,1.2998059111141077e-89,0.012164407585272721,2.387975091278135e-39,0.0033112202466385287,6.581799524744004e-40,0.6671896145438155,3.135621365879845e-17,2.0310489105480216e-91,2.6172456361410507e-193,9.96340361035344e-30,2.153491158594993e-101,0.011462879230295944,1.3540296535718594e-09,4.482189891839192e-12,6.007785789021859e-40
sim_acct_0019,80.63053762783774,3.4186323027603542,0.27303366581148375,0.5281956609406622,0.09276792677802768,2.6359637224295766e-27,1.9696567429391555e-09,4.58490090015026e-16,1.4957897322562112e-19,1.2187810823417206e-21,0.02526982951127857,0.0007466206264275351,0.10550170230339875,2.953938045258334e-89,0.0012651606415823525,0.0031536780068640666,0.05030879060004925,1.7044720552908001e-140,0.30637099014040325,8.85656683094615e-05,0.013308400430309855,3.5379337031362646e-107,6.611424914009498e-38,0.35581645799170153,0.0018429992612261825,1.45403503296596e-14,1.591216288349958e-42,8.942414698931905e-191,1.8972894388153184e-11,1.197124694919613e-96,0.00017084233621326276,7.971403899857267e-28,5.466693518375978e-66,3.845720467738804e-06,2.970239497142585e-61,0.13615211477312342,2.0057121998807287e-106
sim_acct_0020,49.57559189550075,6.885483593498561,0.31434404028528845,0.5030207711295053,0.03306708089575467,4.659138961720141e-33,0.03889453860794092,4.125686063290836e-05,3.5135823210472866e-28,1.489954362343452e-37,1.233780757891733e-11,1.2293246034416485e-06,1.973465496254918e-12,0.6584277728314205,2.2655144940240972e-26,3.100381436128902e-81,4.111099194692989e-287,8.119664162682564e-08,0.008831322276910787,0.0001161766566380856,2.0291824686670498e-16,4.5479123766794374e-66,1.776234441691026e-21,0.1426035064019717,0.10060141187912708,0.030018956315016596,1.0478355695953992e-21,1.1030590821314835e-06,2.548359289565957e-50,2.8123711190654705e-32,0.020462643358181338,1.5264938590443997e-71,3.2210026234666903e-12,4.8492475933940315e-15,7.783612961176607e-17,2.4995791572674756e-35,1.2142952599303113e-09
sim_acct_0021,6.014432013075672,48.27092096968567,0.45312846394745937,0.4206691392697494,0.0686027554326226,0.042002977144125604,2.8397632866616762e-11,8.267658540085129e-100,3.9129766792749174e-23,5.339826883925528e-34,2.0155846166690653e-19,0.002518191868537855,2.378988236722023e-13,6.32489758379571e-54,4.3440610628624186e-07,2.989256535381353e-44,2.705472477915129e-125,2.7875796382229247e-12,2.0746679185113105e-77,3.4615201584750266e-21,5.623992847248907e-35,0.13252216117174187,5.326721614001924e-31,4.338248572857746e-22,1.903102325336275e-68,0.24087186412951506,1.3837881671017692e-66,0.34988336341340365,1.4146504647914223e-06,7.169682869456953e-138,3.082875333994158e-06,1.114885295014201e-39,6.275103531351917e-65,0.0776577240288489,0.15453878628049883,2.798855623397699e-40,1.2509659216664176e-39
sim_acct_0022,77.06627338184505,3.584473137712412,0.282704019128226,0.5084603762657136,0.13805721561740053,1.3609877050046602e-07,1.4827187267150233e-27,2.4498236620399216e-14,1.7455206100635234e-39,4.4412445068449475e-31,2.0413776077891317e-06,4.192443439194196e-07,0.004766267362833237,2.661662112452847e-130,2.5854182212048373e-16,0.055370608695280196,0.16711764350055597,0.00017337936230237856,0.27976222427154157,0.03711750941455611,0.03278048328274097,5.486376609617019e-24,2.0408827698966852e-85,0.3855086540897436,0.027218211441710948,1.1507469654787714e-11,3.819973486244972e-30,6.526499911830437e-19,8.77195435456805e-59,3.80906703061841e-49,0.010029991261980578,1.2471497997216702e-48,2.91953344013535e-49,5.383329551739209e-06,1.7630740526258198e-10,0.0001470470667476665,1.189308285953329e-11
sim_acct_0023,31.35924653800283,7.02139413314374,0.40839571504083555,0.4617244392505032,0.03714003206030144,8.651656130063499e-55,0.02824236177337551,1.2249395946585516e-69,8.617128159817886e-08,1.155332049390149e-15,1.4063812841611088e-11,1.1526007459525954e-96,0.5011468625005506,0.3048431638697874,5.398491923629024e-29,1.4311637561431607e-15,8.948553501106117e-101,2.8680636734386876e-220,0.012783623178316859,0.0006792538905075286,0.006492432986795138,1.0760883217882689e-12,6.728583511144524e-08,0.10014812038233373,0.012249706666424694,0.0004063620333122488,6.554271021108925e-23,3.4000287200303706e-26,3.5314797842163554e-06,5.0392493255634483e-17,0.03297831547565686,3.648186450267696e-23,1.2719769479528398e-81,3.8258024466043195e-06,2.228648844537484e-05,4.01708646601617e-15,4.34914076014554e-19
sim_acct_0024,5.0277647128892164,44.75072841243542,0.5308316365201607,0.645964219486642,0.05252553990066077,0.513081404935495,4.946910678003992e-199,1.5314386071299368e-33,5.267578607375714e-46,1.1421448990534128e-26,2.009619021114706e-20,0.000154130544468953,1.915389693468839e-55,3.321123314437789e-23,3.032018845900273e-24,1.01744438628854e-16,2.69433421184904e-81,2.833728401450267e-40,2.641566433394308e-67,8.444068022106857e-26,3.7477161546698245e-134,0.21592371753317108,3.171252421022042e-47,9.073720359712404e-65,2.1852648754770334e-14,0.0065512601655090315,0.0052386096446285614,0.18318319087285467,9.51930288756315e-55,0.056829147895933824,9.973847347754961e-57,0.018722984872071004,1.9771859564428e-06,6.138455888985134e-09,0.0002991601203677001,1.4410091065770121e-05,6.735045709359489e-40
sim_acct_0025,106.46432126554237,2.773652171593462,0.31885584277742096,0.5712492976516734,0.10245432059717999,1.5181367369910424e-15,2.3309210274467457e-27,0.010611905884888518,6.032131964555682e-12,2.3409115220723374e-28,4.5041921778707847e-07,7.571854762977803e-07,0.02056903643944101,9.666192338737362e-34,1.54107183072107e-26,0.003815530985192658,4.294058447084271e-06,9.125781694081949e-127,0.6027267592919906,3.5358311778638195e-05,4.7800721865306896e-14,3.39441558185112e-42,8.188476689759796e-10,0.014689875058986114,0.05412687284147545,2.0426753234954272e-11,0.0345077734862479,0.2115394660444775,6.123209372717286e-17,0.0008222357819001092,0.0017953369840459068,3.564404415137294e-117,6.390916969390469e-26,7.146861890865919e-13,8.680266417073738e-23,0.044754346380363894,5.18293826263653e-92
sim_acct_0026,26.338666248053144,7.543486999676668,0.3431269448740838,0.5041260344780222,0.03524114134073245,6.705861165445395e-116,0.0006183280729455885,6.968689528342577e-12,5.4867515216104415e-58,0.00010400741831455583,0.010768236212377212,2.2247012195805165e-76,0.00013419062171737055,0.30198283356523065,6.983892962425278e-24,1.578672091084055e-119,2.1609100880539792e-34,9.407025147198488e-10,0.024269615110990565,4.0728143382686855e-05,0.04744146822020608,7.139133681639033e-190,1.0873612451449602e-15,0.08499708113135471,0.15207585338470855,0.2669649320758247,3.0723686415996676e-09,2.0299971756017004e-12,3.7498155319000015e-09,5.856661504741583e-12,0.02801032199140304,1.1575445166040817e-20,8.97403987097604e-229,3.95799008974755e-20,3.640772626661543e-22,1.3246755069547477e-81,0.08259239627380101
sim_acct_0027,4.545678297619592,48.55265152835378,0.4964430663079075,0.5273118719837693,0.06311979568026108,0.10897049390815022,1.8624094577388946e-20,1.5897279117286085e-17,3.912750466064456e-12,1.1633263159771518e-11,3.087415653367952e-18,0.005535318914180572,4.281996609172548e-73,1.1442034569773337e-39,2.5402036089415073e-80,7.274054836872215e-27,1.2466776114686584e-20,1.402626025470766e-10,9.527798466271192e-26,9.390316281494497e-17,1.236088421129985e-41,0.33419264547191174,2.9778451681106536e-11,1.884044211660408e-29,2.8260161890731346e-23,0.13133484328594502,9.580905574310923e-62,0.15292645629902926,8.362926151616283e-26,2.443427791093132e-65,3.6648117480459e-15,0.00015768224384293467,4.388051898729426e-08,0.26657117885252324,0.00021430762330896223,9.702933499595282e-05,2.337168388315312e-15
sim_acct_0028,76.66543011641912,3.5334011665174865,0.31440975258182097,0.5624284136081018,0.14921023412406778,3.0358990766614795e-25,8.8983130991266e-34,0.00020396719427465192,0.0842616758139039,1.3194806414881127e-57,6.082148684434337e-10,0.02537120313841017,0.0009362112074936462,1.242968076276006e-113,7.106247746645022e-78,0.00025393306248287496,0.0004388953362736646,7.135906763807997e-06,0.49546117035047293,5.016492559788989e-12,0.09466130784113706,1.451180188731569e-66,5.866028232065138e-88,0.0012140396497337836,0.043257091121619705,1.2927852033601665e-22,6.630155019599617e-07,8.779050014477838e-06,5.247069600907587e-91,1.917146204872604e-51,0.009534350606463222,3.9460117633791644e-45,3.206148717310819e-47,0.18000037351161094,1.15979388018472e-30,0.0643892025806119,1.0994845810428496e-89
sim_acct_0029,34.06604384523966,6.783327511515428,0.375190542048301,0.4443587705140262,0.033819029768988824,3.433156451148442e-05,0.002087149388122232,4.139153243658888e-09,1.8825762552508315e-37,2.9766437268511327e-12,3.323422650134268e-06,1.5972043185454172e-73,6.370331334250722e-05,0.21819572984274144,1.0192045356368129e-13,5.743209170167919e-40,3.2950126158966064e-18,5.361582280791448e-73,0.08007248219793779,0.00044810382616236485,5.4152457297417615e-36,1.8558958081632256e-122,9.393517738330494e-07,0.0603742557674115,0.2169011966843924,9.309876495632845e-06,4.1310574713095073e-50,1.9912487924782118e-12,3.973680351282553e-49,2.262472511934312e-36,0.4218089508025931,1.8585816902530812e-09,2.4149016851094446e-80,5.65940274186941e-141,5.269259784214477e-15,1.575128365379326e-94,5.179590553100757e-07
sim_acct_0030,6.899550581843639,63.97913304174099,0.5536474493974622,0.5049822236410734,0.07881625310750012,0.21874621039027262,0.0015417260498199654,4.114528412811252e-16,4.479756104345982e-37,5.679665370570569e-55,9.418018909161995e-12,0.03605591153542001,8.855801932594148e-08,1.617332571179842e-85,9.950855798086118e-18,1.1849569255341568e-30,1.7696254367777216e-64,1.362257072735374e-174,1.3749904619360048e-29,0.12925001368572794,3.094935159420701e-40,0.11007044288428623,3.8029217782932754e-11,1.8316428370082518e-39,5.991347981040507e-06,0.05804699755788218,1.919477868454131e-05,0.3513291761999796,1.0320285525907976e-34,5.217954607897529e-80,8.521894366357765e-31,7.81971409049697e-26,1.6428280572077415e-05,0.00018443932250111455,0.09473337936140577,1.8476207621748775e-36,9.62316508834829e-31
sim_acct_0031,109.89651806153644,4.185186252960862,0.24745869967162276,0.570190119520951,0.1537051750143438,1.189232828996413e-17,9.565989183976307e-15,1.2408200129412733e-17,1.0325562725325967e-14,3.672445264472789e-82,0.2411001442427774,2.4063729565268536e-05,0.011763279678338815,4.7994030635176087e-29,7.270353016854908e-05,1.8892772638194417e-07,0.0001471082812678117,8.659206352274111e-29,0.1335891680665737,0.36966807953489117,6.959834738253878e-07,8.348442399281923e-09,1.6175480507633168e-19,0.08707637973638935,3.111905801876932e-05,1.0744784318992574e-16,1.2706071484526034e-08,1.3734934333039254e-09,3.252152578027229e-05,1.3246316871841485e-30,0.0031646785203453265,4.5272176524832684e-39,5.919865004475943e-32,6.313427921660677e-09,9.129071416923722e-05,0.15323854972905887,2.2708040168144174e-30
sim_acct_0032,46.92339699990154,6.836932103175824,0.3373394163785292,0.5882997544411327,0.029226344070028693,2.441297444937135e-32,0.030835690005994582,8.762894537294672e-05,3.3433281793918796e-24,1.5813617558188849e-12,0.02057779357895089,3.353002616046204e-30,0.04186193959761027,0.47560565907088104,1.7504637626276714e-20,6.141909839516151e-61,4.139817203978345e-20,8.384624615048439e-58,0.028485135800534196,0.0044991884752041,3.132173390702074e-11,1.4332939181486928e-79,2.3613366821963907e-14,0.004173682268045511,0.37937136423403234,0.011884428942656393,4.5977138398159065e-33,6.625313957858167e-48,7.314991633894074e-27,7.210236578727076e-70,0.002617489047790931,2.68236585577265e-25,3.2012738060168127e-44,6.118736090478285e-22,9.699578093797755e-22,2.36472180487913e-19,7.649563207112872e-21
